E,Validation MAE,Validation R2,Test MAE,Test R2
5,0.017131051047269905,0.9298707922036173,0.014051080612492921,0.9502535988449297
10,0.012960692386725042,0.9267361101111536,0.011350193124557983,0.9597500538044563
20,0.010857225593229073,0.9220104803805296,0.010577841937403602,0.9641400745340507
30,0.01109138916536362,0.9192494077057053,0.011038166330449888,0.9578740415754841
60,0.011154934976526525,0.9244614743864221,0.01115594913856764,0.9511621774429724
